OpenROAD v2.0-11432-gead3236e5 
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
clock_tree_synthesis -sink_clustering_enable -balance_levels
[INFO CTS-0050] Root buffer is sky130_fd_sc_hd__clkbuf_16.
[INFO CTS-0051] Sink buffer is sky130_fd_sc_hd__clkbuf_16.
[INFO CTS-0052] The following clock buffers will be used for CTS:
                    sky130_fd_sc_hd__clkbuf_16
[INFO CTS-0049] Characterization buffer is sky130_fd_sc_hd__clkbuf_16.
[INFO CTS-0039] Number of created patterns = 4200.
[INFO CTS-0084] Compiling LUT.
Min. len    Max. len    Min. cap    Max. cap    Min. slew   Max. slew
2           8           1           20          1           7           
[WARNING CTS-0043] 560 wires are pure wire and no slew degradation.
TritonCTS forced slew degradation on these wires.
[INFO CTS-0046]     Number of wire segments: 4200.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[35\].W.B2.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[35\].W.B1.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[35\].W.B0.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[34\].W.B3.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[34\].W.B2.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[34\].W.B1.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[34\].W.B0.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[33\].W.B3.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[33\].W.B2.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[33\].W.B1.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[33\].W.B0.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[32\].W.B3.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[32\].W.B2.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[32\].W.B1.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[32\].W.B0.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[31\].W.B3.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[31\].W.B2.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[31\].W.B1.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[31\].W.B0.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[30\].W.B3.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[30\].W.B2.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[30\].W.B1.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[30\].W.B0.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[2\].W.B3.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[2\].W.B2.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[2\].W.B1.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[2\].W.B0.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[29\].W.B3.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[29\].W.B2.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[29\].W.B1.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[29\].W.B0.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[28\].W.B3.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[28\].W.B2.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[28\].W.B1.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[28\].W.B0.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[27\].W.B3.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[27\].W.B2.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[27\].W.B1.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[27\].W.B0.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[26\].W.B3.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[26\].W.B2.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[26\].W.B1.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[26\].W.B0.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[25\].W.B3.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[25\].W.B2.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[25\].W.B1.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[25\].W.B0.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[24\].W.B3.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[24\].W.B2.GCLK" has 8 sinks.
[INFO CTS-0010]  Clock net "COLUMN\[3\].RAMCOLS.B_0_0.WORD\[24\].W.B1.GCLK" has 8 sinks.
